solve_id,Solve
6188,เครื่องลูกวินโดว์ ไม่ตรงกับเครื่องแม่ แจ้งให้เปลี่ยนให้ตรงกัน
6189,เครื่องลูกวินโดว์ไม่ตรงกับเครื่องแม่
6190,เครื่องลูกอาจจมองไม่เห็นเครื่องแม่
6191,เครื่องลูกอีกนิติฯเครื่องคนละ Windows แนะนำให้เปลี่ยนเป็น Windows เดียวกันก่อน ลูกค้าขอไปปรึกษาก่อนจะติดต่อมาใหม่
6192,เครื่องอาจจะมีปัญหา เนื่องจากถ้า Click ขวา Desktop จะต้องมีเมนูย่อย เช่น View Sort by Refresh .....(เมนูอื่นๆ) ขึ้น แต่ที่ขึ้นมากลับเป็น Open Delete ...shortcut (อาจจะเป็น Creat shortcut) 3 เมนู ให้เลือก แจ้งให้ลูกค้าลอง Click ขวาดูก็เป็นเหมือนกัน จึงแนะนำให้ลูกค้าลองเช็คเครื่องดูก่อนว่ามีปัญหาหรือเปล่า
6193,เครื่องอาจจะมีปัญหา ไม่ได้เปิดช้าเฉพาะ Softbiz
6194,เคลียร์เครื่องปริ้นที่ปริ้นค้างไว้
6195,เค่าเช่าพื้นที่ให้บันทึกทีรายการประจำงวดอื่นๆ
6196,เงินทอนไม่มีเป็นรายงาน
6197,เงินฝากส่วนตัวจะไม่ถูก Post เข้า GL ถ้าต้องการบันทึกสามารถบันทึกได้เอง
6198,เงินพิเศษเป็นใบแจ้งหนี้ 05/2023 งวด 9 จึงไม่สามารถเป็นยอดยกมาของค่าน้ำ 05/2023 งวด 2 ได้
6199,เจ้าของเดิมเสียชีวิต ต้องการเปลี่ยนชื่อเจ้าห้องบ้านเป็นชื่อของคนใหม่ซึ่งเป็นลูก (ลูกค้าแจ้่งว่าหากใบเสร็จ และใบแจ้งหนี้เก่าก่อนเปลี่ยนชื่อถูกเปลี่ยนเป็นชื่อใหม่นั้นไม่เป็นอะไร)
6200,เจ้าของใหม่จ่ายหนี้เจ้าของเก่า
6201,เจ้าของใหม่ยังมีหนี้ค้างเนื่องจากออกใบเสร็จด้วยรหัสเจ้าของเก่า
6202,เจ้าของรหัสอยู่อีกที่ ยังไม่สามารถเข้าให้ดูได้ จะแจ้งให้เจ้าของรหัสติดต่อเข้ามา
6203,เจ้าของห้องเปลี่ยนชื่อถ้าต้องการเปลี่ยนชื่อโดยไม่ให้กระทบกับประวัติเดิมจะเป็นการเพิ่มรหัสเจ้าของใหม่
6204,เจ้าหน้าที่renameโฟเดอร์IC เลยเปิดAPไม่ได้
6205,เจ้าหน้าที่เข้ารหัสได้แล้ว
6206,เจ้าหน้าที่เป็นระดับ 1 ไม่ใช่ระดับ 3
6207,เจ้าหน้าที่แจ้งแว่า ได้ทำไปเรียบร้อยแล้ว // ที่แจ้งปัญหาคือ สอนยกเลิกใบเสร็จกับ แก้ไขติ๊กชำระโดย
6208,เจ้าหน้าที่แจ้งว่า เครื่องใหม่กำลังลงwindowsพรุ่งนี้จะติดต่อมาใหม่
6209,เจ้าหน้าที่แจ้งว่า เจ้าหน้าที่ไม่มา วันจันทร์จะโทรมาอีกที
6210,เจ้าหน้าที่แจ้งว่าไม่ได้โทรไป
6211,เจ้าหน้าที่แจ้งว่ากระดาษชอบติดเครื่องปริ้น - เป็นที่เครื่องปริ้นไม่ได้เป็นที่โทรแกรม
6212,เจ้าหน้าที่โทรมาแจ้งก่อน เดือนธ.ค.จะเริ่มทำ
6213,เจ้าหน้าที่ใส่วันที่ผิด
6214,เจ้าหน้าที่ให้เช็คข้อมูล วันนี้ไม่สะดวก ถ้าสะดวกจะติดต่อให้ลงโปรแกรม
6215,เจ้าหน้าที่ไม่ได้ติ๊กคำนวนค่าปรับในทะเบียนประเภทรายรับ และไม่ได้บันทึกค่าปรับ
6216,เจ้าหน้าที่ไม่มา ถ้ามาจะติดต่อมาใหม่
6217,เจ้าหน้าที่ไม่ย้ายโปรแกรมแล้ว // ติดตั้งสิทธิ์
6218,เจ้าหน้าที่ไม่สะดวกจะติดต่อมาอาทิตย์หน้า
6219,เจ้าหน้าที่ไม่อยุ่จะติดต่อมาใหม่
6220,เจ้าหน้าที่ไม่อยู่จะติดต่อมาใหม่
6221,เจ้าหน้าที่กลับแล้ว
6222,เจ้าหน้าที่กลับแล้วจะติดต่อใหม่พรุ่งนี้
6223,เจ้าหน้าที่กลับบ้านแล้ว
6224,เจ้าหน้าที่กำลังจะลงwindowsใหม่ที่เครื่องคอมใหม่ ลงเสร็จจะติดต่อมาอีกที // แนะนำให้ส่งหนังสือขอย้ายโปรแกรมมาก่อน
6225,เจ้าหน้าที่กำหนดเดือนในลูกหนี้
6226,เจ้าหน้าที่กำหนดวันที่ใบยื่นใบแนบผิด
6227,เจ้าหน้าที่ขอเพิ่มลายเซ็นเป็นวันที่ 3 ครับ
6228,เจ้าหน้าที่ขอคุยภายในก่อนจะติดต่ออีกที
6229,เจ้าหน้าที่จะขอรหัส3 แนะนำให้ส่งหนังสือมาก่อน 2.ออกใบเสร็จแล้วหนี้ไม่ตัด Reindex+ประมวลผล
6230,เจ้าหน้าที่จะขอรหัสระดับ3 เจ้าหน้าที่แจ้งว่า สนญ.ส่งเมลมาขอรหัสระดับ3มาให้แล้ว แนะให้เจ้าหน้าที่แท็กเมลมาให้ใหม่
6231,เจ้าหน้าที่จะขอรหัสระดับ3ให้ทาง สำนักงานใหญ่// ทำหนังสือขอรหัสระดับ3มาก่อน
6232,เจ้าหน้าที่จำรหัสJABไม่ได้ ขอดู ไม่เพิ่มUSER และไม่แก้ PASS ใช้รหัสเดิม
6233,เจ้าหน้าที่ต้องการเปลี่ยนเครื่องเนื่องจากเครื่องเก่าแล้ว จะย้ายโปรแกรมไปอีกเครื่องนึง// แนะนำให้ทำหนังสือส่งเมลมาที่softbiz พร้อมเมื่อไหร่ติดต่อที่softbiz
6234,เจ้าหน้าที่ต้องการให้เข้ามาสอนที่นิติ
6235,เจ้าหน้าที่ต้องการจะอายัติ สอบถามเรื่องออกแจ้งหนี้เดือน9 แต่เจ้าหน้าที่บันทึกเป็นเดือน 8
6236,เจ้าหน้าที่ต้องการบันทึกเลขที่ใบเสร็จเดิม ตั้งแต่เลขที่ใบเสร็จเลข 000001 แนะนำให้ทำหนังสือขอแก้เลขที่ใบเสร็จ หรือให้เจ้าหน้าที่ที่มีหรัสระดับ 3 ติ๊กแก้ไขเลขที่และวันที่ใบเสร็จได้
6237,เจ้าหน้าที่ถึงแล้วสอบถามทางเ้าหน้าที่ทางหน้างาน
6238,เจ้าหน้าที่ทำเองได้แล้ว
6239,เจ้าหน้าที่ทำได้แล้ว
6240,เจ้าหน้าที่ที่รับสายไม่ทราบเรื่อง
6241,เจ้าหน้าที่นิติฯ กลับไปแล้วไม่สะดวกให้ส่งโปรแกรม ให้ติดต่อใหม่พรุ่งนี้
6242,เจ้าหน้าที่ปริ้นใบเสร็จซ้ำไม่ได้// แนะนำให้โทรติดต่อสำักงานใหญ่ของลูกค้าหรือยกเลิกใบเสร็จแล้วออกใบใหม่
6243,เจ้าหน้าที่ปริ้นใบเสร็จทีเดียวหลายใบ / แนะนำให้1ใบปริ้น
6244,เจ้าหน้าที่ผูกขาบัญชีฝั่งAPไม่ครบ แนะนำให้เจ้าหน้าที่โทรหาทางสำนักงานใหญ่ผูกให้ครบทุกรายการ
6245,เจ้าหน้าที่พิมพ์ผิดเดือน
6246,เจ้าหน้าที่มีรหัสระดับ3 ให้เจ้าหน้าที่ลบได้เลย
6247,เจ้าหน้าที่ยังไม่ได้โพส GL
6248,เจ้าหน้าที่สะดวกวันที่ 9 มีนาคม
6249,เจ้าหน้าที่สำรองโปรแกรมไว้แล้ว นำโปรแกรมใส่ไดฟ์D
6250,เจ้าหน้าที่หยุด
6251,เจ้าหน้าที่หยุด ขอเป็นวันจันทร์ คุณอรนุช 089-819-5285
6252,เจ้าหน้าที่หยุด จะติดต่อมาใหม่พรุ่งนี้
6253,เจ้าหน้าที่หยุดจะติดต่อมาวันจันทร์
6254,เจ้าหน้าที่อยุ่ข้างนอกจะติดต่อมาใหม่
6255,เจ้าหน้าที่ออกใบเสร็จผิดเนื่องจากแจ้งหนี้เป็นราย3เดือน แต่ออกใบเสร็จยอดก้อนทั้งปี แนะนำยกเลิกใบเสร็จแล้วออกใหม่
6256,เจ้าหน้าที่ออกใบแจ้งหนี้ก่อน ตัดใบเสร็จจึงมีหนี้ค้างอยู่ในใบแจ้งหนี้
6257,เจ้าหน้ายังไม่สะดวก ถ้าสะดวกจะติดต่อมาอีกที
6258,เจ้าหย้าที่ทำเองได้แล้ว
6259,เช็กโปรแกรมปรกติแต่โปรแกรมPDFของลูกค้ามีปัญหา
6260,เช็ค Format excel ที่กำลังทำว่าทำถูกหรือเปล่า
6261,เช็ค Property ที่ Shortcut Softbiz บอกว่าอยู่ D:\_Softbiz แต่ใน This PC ไม่มี Drive D ซึ่งตอนเช้ายังเข้าไปออกใบเสร็จได้ แต่อยู่ๆ ก็เข้าไม่ได้ แนะนำให้ช่องคอมฯ ดูเครื่องให้ก่อน
6262,เช็ค Region เลือกเป็นภาษาไทยไว้หมดแล้ว ลูกค้าแจ้งว่าเครื่องอื่นที่ใช้ Win'11 ภาษาปกติ ให้ลองเช็ค Update ดูก่อน
6263,เช็ค แนะนำแก้ไขข้อมูลบางส่วนในใบแจ้งหนี้ // ตั้งค่าเครื่องปริ้น // สอนการใช้งานเบื้องต้น
6264,เช็ค ณ วันที่ 17/8/2022 ตัดยอดแล้ว น่าจะมีการประมวลผลฯ แล้วทำให้ใบเสร็จจ่ายล่วงหน้ามาตัดใบแจ้งหนี้ หลังผ่านรายการฯ ให้ประมวลผลฯ เพื่อให้ใบเสร็จมี่เคยจ่ายล่วงหน้าไว้มาตัดใบแจ้งหนี้ที่เพิ่มทำ
6265,เช็คเบอร์ให้หน่อยค่ะ ลูกค้าแจ้งว่าไม่ใช่คุณนกค่ะ
6266,เช็คเลขที่ใบเสร็จที่ลูกบ้านนำมายืนยัน มีประวัติการลบใบเสร็จ
6267,เช็คแล้วให้แก้ Excel เพิ่มเติมเรื่องเลขที่ใบแจ้งหนี้ และเลขห้อง
6268,เช็คแล้วไม่มีการชำระเงินทะเบียน SRCM โนโววิลล์ วงแหวน-บางใหญ่ เข้ามาจึงไม่สามารถแก้ไขให้ได้
6269,เช็คแล้วไม่มีจุดแก้ไขเพิ่มเติม
6270,เช็คแล้วฟอร์มปกติ
6271,เช็คโปรแกรมแล้วใช้ได้ปรกติ
6272,เช็คโปรแกรมใบเสร็จ รายงานต่างๆ สำรองข้อมูล เปิดโปรแกรมได้ปรกติไม่มีปัญหาไร
6273,เช็คใบเสร็จตามที่มีหนังสือแจ้ง ตาม List ที่แนบมา (หนังสือส่งมาวันที่ 20/9/2564) 1. มีเลขที่ใบเสร็จผิดโดยใส่เป็นเลขที่ 2144737240 ซึ่งที่ถูกต้องจะเป็นเลขที่ 2144737 จึงต้องลบ และทำใหม่ 2. เลขที่ 2145721 เพิ่มใบเสร็จไว้อย่างเดียวไม่ได้ Cancel จึงกลับเข้าไป Cancel 3. ขาดใบเสร็จ 2 ใบ คือเลขที่ 2145744 และ 2145913 และขาดใบลดหนี้ 1 ใบ คือเลขที่ C61/01199 จึงทำเพิ่มเติมอีก 3 ใบ และ Cancel 4. ตั้งค่าข้อกำหนดรูปแบบใบแจ้งหนี้/ใบเสร็จ ให้เป็นวันที่/เลขที่อัตโนมัติ
6274,เช็คการคำนวณค่าเบี้ยประกันที่ทะเบียนประเภทรายรับ
6275,เช็คการตั้งค่าปรับในระบบ
6276,เช็คข้อมูลแล้วให้แก้ไข Excel เพิ่มเติม
6277,เช็คข้อมูลและอธิบายเรื่อง 1. ค่าปรับที่ไม่ได้แจ้งหนี้เดือน 08/2022 |2. ยอดยกมาห้อง 99/062 และยอดรวมเมื่อยอดยกมา + ยอดแจ้งหนี้ปัจจุบัน |3. การบันทึกคำอธิบายฯ |4. การออกใบเสร็จชำระตามบิล และจ่ายล่วงหน้าในใบเดียวกัน |5. การดูรายงานรายรับแยกประเภทแบบจ่ายล่วงหน้า
6278,เช็คข้อมูลใน Excel หนี้ค้างที่ทำเป็นตัวอย่าง
6279,เช็คข้อมูลลูกหนี้ว่าออกใบเสร็จตัดไปแล้วหรือยัง สามารถใช้รายงานเคลื่อนไหวฯ ได้
6280,เช็คข้อมูลหน้าผ่านรายการฯ
6281,เช็คค่าปรับย้อนหลังเนื่องจากลูกค้าใหม่ไม่ต้องการให้ค่าปรับที่เคยแจ้งหนี้ไว้แล้วคำนวณจากยอดค้างเจ้าของเก่า + เจ้าของใหม่ ต้องการให้คำนวณจากยอดเจ้าของใหม่อย่างเดียว
6282,เช็คจากข้อมูลจริงดึงชื่อตามที่แจ้งหนี้ให้ปกติ
6283,เช็คตรวจสอบการบันทึกฯใบเสร็จ
6284,เช็คตัวอย่าง 2 รายการ รายการที่ 1 ไม่มีใบเตรียมจ่ายอยู่จึงยังค้างชำระ รายการที่ 2 ทำจ่ายแล้วจริง แต่ใบตั้งหนี้ที่ทำจ่ายลงวันที่ 04/02/2024 แต่ใบตั้งหนี้ที่คีย์ใหม่ลงวันที่ 31/01/2023
6285,เช็คที่การแก้ไขใบเสร็จ เพิ่มใบเสร็จเลขที่ 00001368 วันที่ 04/12/2021 เวลา 10.54 และลบออกวันที่ 04/12/2021 เวลา 13.05 ให้ลูกค้าลองตรวจสอบดูก่อนว่าลบเนื่องจากอะไร หรือเช็คใบนำส่งฯ ของวันที่ 4 และ 5 ว่ามีการเอาเงินเข้าบัญชีหรือเปล่า
6286,เช็คที่ตรวจสอบการแก้ไข/ลบใบเสร็จมีประวัติการลบ
6287,เช็คยอดในใบแจ้งหนี้
6288,เช็คยอดค้างเก่า
6289,เช็คยอดค้างของลูกบ้าน
6290,เช็คยอดค่าปรับ
6291,เช็คยอดค่าปรับที่แจ้งหนี้ไว้ย้อนหลัง
6292,เช็คยอดลูกหนี้ค้างชำระ
6293,เช็คยอดหนี้ค้าง
6294,เช็คยังไม่เรียบร้อย เดี๋ยวโทรแจ้งอีกครั้งค่ะ
6295,เช็คยังไม่เรียบร้อย จะโทรแจ้งนัดอีกครั้งคะ
6296,เช็คยังไม่เรียบร้อย ถ้าเรียบร้อยแล้ว จะโทรนัดอีกครั้งค่ะ
6297,เช็คยังไม่มา ถ้ามาแล้วจะโทรแจ้งอีกครั้งค่ะ
6298,เช็ครายการจากหน้าผ่านรายการฯ ถ้ายังมีอะไรขาด หรือเกินสามารถออกไปแก้ไขได้ก่อน
6299,เช็ครายชื่อ+หนี้ค้างที่คีย์มาเป็นตัวอย่าง
6300,เช็คลูกค้ายังไม่เรียบร้อย จะโทรแจ้งอีกครั้ง *** ส่่งคิวแก้ปํญหาให้ด้วยค่ะ
6301,เช็คลูกค้ายังไม่เรียบร้อย จะโทรมานัดอีกครั้งคะ
6302,เช็คลูกค้ายังไม่เรียบร้อย ถ้าเรียบร้อยแล้วจะโทรนัดอีกครั้งค่ะ
6303,เช็คลูกค้ายังไม่ได้ทำ แจ้งลูกค้าแล้วว่าให้เข็คเรียบร้อยแล้วโทรมานัดอีกครั้งค่ะ
6304,เช็คลูกค้ายังไม่ได้ทำ ให้ส่งใบเสนอราคา MA-10% ให้ ทางไลน์ ส่งเรียบร้อย
6305,เช็คลูกหนี้ CM-GL ดูรายงานการแจ้งหนี้ รับเงิน ลูกหนี้ประกอบกัน
6306,เช็คลูกหนี้ให้ดูที่รายงานบัญชีลูกหนี้
6307,เช็คลูกหนี้ค้างชำระ
6308,เช็คลูกหนี้ค้างชำระห้อง 213/18
6309,เช็คหนี้ค้างแนะนำให้เช็คที่รายงานลูกหนี้
6310,เชื่อมเครื่องแม่และเครื่องลูกให้มองเห็นเรียบร้อย
6311,เชื่อมโยงบัญชี
6312,เชื่อมโยงบัญชี GL ใน AP
6313,เชื่อมโยงบัญชีในทะเบียนเงินรับ
6314,เชื่อมโยงบัญชีไม่ครบ
6315,เชื่อมโยงบัญชีผิดรหัส
6316,เซ็ตแบบฟอร์มใบเสร็จ
6317,เซ็ตแบบฟอร์มใบเสร็จ A4 มีต้นฉบับกับสำเนา
6318,เซ็ตฟอร์ม CN โดยต้องการใช้ฟอร์มเดียวกับใบเสร็จ
6319,เซ็ตฟอร์ม Test print และ ขยับฟอร์ม
6320,เซ็ตฟอร์ม และส่งฟอร์มใบแจ้งหนี้
6321,เซ็ตฟอร์ม และส่งฟอร์มใบแจ้งหนี้และใบเสร็จ
6322,เซ็ตฟอร์ม ส่งฟอร์ม Test print และขยับฟอร์มใบแจ้งหนี้
6323,เซ็ตฟอร์มA4 แบ่งครึ่ง มีต้นฉบับ-สำเนา
6324,เซ็ตฟอร์มแจ้งหนี้
6325,เซ็ตฟอร์มใบเสร็จ
6326,เซ็ตฟอร์มใบเสร็จ Test print และขยับฟอร์ม
6327,เซ็ตฟอร์มใบเสร็จ ส่งฟอร์ม Test print และขยับฟอร์ม
6328,เซ็ตฟอร์มใบเสร็จแบบที่ 3 Test print และขยับฟอร์ม
6329,เซ็ตฟอร์มใบแจ้งหนี้
6330,เซ็ตฟอร์มใบแจ้งหนี้ 3 ทะเบียนให้มี Vat
6331,เซ็ตฟอร์มใบแจ้งหนี้ 6 ทะเบียน Test Print
6332,เซ็ตฟอร์มใบแจ้งหนี้ ใบเสร็จ
6333,เซ็ตฟอร์มใบแจ้งหนี้ ใบเสร็จ 1. ใบเสร็จกระดาษต่อเนื่อง Letter (เต็มหน้า) |2. ใบแจ้งหนี้ กระดาษ A4 เต็มหน้า
6334,เซ็ตฟอร์มใบแจ้งหนี้ ใบเสร็จและ Email ฟอร์มกลับไปให้คุณสมพิศ และคุณสมพิศแจ้งว่าอาจมีการเปลี่ยนแปลงเพิ่มเติม
6335,เซ็ตฟอร์มใบแจ้งหนี้ ใบเสร็จกระดาษ A5
6336,เซ็ตฟอร์มใบแจ้งหนี้เป็น A4 มีต้นฉบับ-สำเนา
6337,เซ็ตฟอร์มใบแจ้งหนี้และใบเสร็จ และส่งฟอร์มให้ลูกค้า
6338,เซ็ตฟอร์มใบแจ้งหนี้ให้โชว์ VAT
6339,เซ็ตฟอร์มใบรับฝากเงินส่วนตัว
6340,เซ็ท Lan เครื่องลูกเรียบนร้อย
6341,เซ็ทเครื่องปริ้น
6342,เซทแบบฟอร์มใบเสร็จ
6343,เซ็ทข้อมูล รายงาน ตามที่แจ้งมาเรียบร้อย
6344,เซ็ทค่าไฟ เป็นขั้นบันได
6345,เซ็ทค่าปรับ ให้ออกหน้าใบเสร็จ
6346,เซ็ทค่าปริ้นเตอร์หน้ารายงานเคลื่อนไหวลูกหนี้
6347,เซ็ทจุดแลนด์ 3 จุด
6348,เซ็ทปริ้นเตอร์
6349,เซ็ทฟอร์มใบเสร้จ
6350,เซ็ทฟอร์มใบเสร็จ
6351,เซ็ทฟอร์มใบเสร็จ + เพิ่มรหัสระดับ1
6352,เซ็ทฟอร์มใบเสร็จ ต้นฉบับ สำเนา
6353,เซ็ทฟอร์มใบเสร็จ ต้นฉบับแบบ1 สำเนาแบบ2
6354,เซ็ทฟอร์ม-ใบเสร็จ/ใบแจ้งหนี้
6355,เซ็ทฟอร์มใบเสร็จเป็นต้นฉบับ สำเนา
6356,เซ็ทฟอร์มใบเสร็จเรียบร้อย
6357,เซ็ทฟอร์มใบเสร็จและใส่โลโก้
6358,เซ็ทฟอร์มใบแจ้งหนี้
6359,เซ็ทฟอร์มใบแจ้งหนี้ และใบเสร็จ จากครึ่ง A4 เป็นฟอร์ม A4 มีต้นฉบับ-สำเนา
6360,เซ็ทฟอร์มใบแจ้งหนี้ ใบเสร๊จ
6361,เซ็ทฟอร์มใบแจ้งหนี้ ต้นฉบับสำเนา แบบที่2
6362,เซ็ทฟอร์มใบแจ้งหนี้ บนต้นฉบับ ล่างสำเนา
6363,เซ็ทฟอร์มใบแจ้งหนี้/ใบเสร็จ
6364,เซ็ทฟอร์มใบแจ้งหนี้/ใบเสร็จ + เพิ่มข้อความใบแจ้งหนี้ + ใส่ชื่อผู้มีอำนาจลงนาม
6365,เซ็ทฟอร์มใบแจ้งหนี้/ใบเสร็จ แบบที่4 เป็นขนาดA4
6366,เซ็ทฟอร์มใบแจ้งหนี้/ใบเสร็จเรียบร้อย
6367,เซ็ทฟอร์มใบแจ้งหนี้/ใบเสร็จใหม่
6368,เซ็ทฟอร์มใบแจ้งหนี้/ใบเสร็จใหม่ แบบที่2
6369,เซ็ทฟอร์มใบแจ้งหนี้/ใบเสร็จใหม่ ต้นฉบับ/สำเนา
6370,เซ็ทฟอร์มใบแจ้งหนี้เป็นA4 ส่วนใบเสร็จจะให้เซ็ทวันที่15
6371,เซ็ทฟอร์มใบแจ้งหนี้แบบที่ 4
6372,เซ็ทฟอร์มใบแจ้งหนี้แบบที่2
6373,เซ็ทฟอร์มใบแจ้งหนี้ใหม่
6374,เซํทฟอร์มใบแจ้งหนี้ต้นฉบับ สำเนา
6375,เซ็ทฟอร์มใบซื้อสินค้า
6376,เซ็ทฟอร์มใบลดหนี้
6377,เซ็ทระบบ Lan
6378,เดมโม 2 ระบบ CM GL ผู้ฝัง สนใจมาก โอกาส 80
6379,เดมโม โปรแกรมระบบ CM
6380,เดมโมโปรแกรมเรียบร้อย
6381,เดมโมโปรแกรมเรียบร้อย ผลเดมโม 13.30-13.56 ผู้ฟัง 1 สนใจมาก โอกาส 80
6382,เดมโมโปรแกรมระบบ HJ GL AP สนใจมาก โอกาส 70 ลูกค้าขอประชุมกันก่อนเหมือนลูกค้าอยากได้โปรแกรมออนไลน์
6383,เดี๋ยวเจ้าหนาที่โทรกลับ ให้ITโหลดanydesk
6384,เดี๋ยวโทรแจ้งอีกครั้งเนื่องจากทำเช็คไม่ทันเดือนนี้ ขอปรึกษากรรมการก่อนถ้าเดือนหน้าจะไม่ได้ส่วนลดค่ะ
6385,เดือน 03/2024 โชว์หน้าใบเสร็จ 2 ใบเป็นรายการเดียวกัน ก่อนหน้านี้ใส่วันที่ผิดเป็น 01/01/2024 จึงลบแล้วผ่านรายการฯ ใหม่ ลูกค้ายืนยันต้องการให้เอารายการใบแจ้งหนี้เดือน 03/2024 ของวันที่ 01/01/2024 ออก
6386,เดือน 2 มีการคีย์มิเตอร์เป็น 71 แก้ไขเรียบร้อย
6387,เดือน 3 ที่เพิ่มทำให้แก้ยอดหน้าใบแจ้งหนี้ ส่วนเดือน 1 2 ให้ทำ CN
6388,เดือน/ปีในใบเสร็จไม่ตรงกับใบแจ้งหนี้ทำให้ไม่ตัดหนี้ ให้ทำ CN
6389,เดือน/ปีไม่ตรงกับใบแจ้งหนี้ ให้ Cancel ใบเสร็จและออกใหม่
6390,เดือน/ปีของใบแจ้งหนี้กับคำอธิบายฯ ของนิติฯ จะเหลื่อมเดือนกัน
6391,เดือน/ปีที่ระบุในใบเสร็จไม่ตรงกับใบแจ้งหนี้
6392,เดือน8 ไม่ได้ผ่านรายการ
6393,เดือนในใบเสร็จไม่ตรงกับใบแจ้งหนี้ทำให้ไม่ตัดหนี้
6394,เดือนในฟอร์มใบแจ้งหนี้โชว์ตามประจำเดือนที่ทำใบแจ้งหนี้
6395,เดือนก่อนๆ ที่บันทึกไว้ มีทั้งคีย์หน้าใบแจ้งโดยตรง และบันทึกรายการประจำงวดอื่นๆ แล้วผ่านรายการฯ
6396,เดือนก่อนๆ ลูกบ้านไม่ค้างชำระจึงแยกยอดเงินฝากให้ แต่เดือน 11/2022 ผู้เช่ามียอดค้างชำระแต่เจ้าของห้องไม่มียอดค้าง เมื่อบันทึกยอดยมากยอดเงินฝากยกมาจึงถูกนำไปรวมกันในใบแจ้งหนี้ของผู้เช่า (**ถ้าเจ้าของห้องและผู้เช่าไม่มียอดค้างทั้ง 2 คน หรือ มียอดค้างทั้ง 2 คน หรือ เฉพาะเจ้าของห้องที่มียอดค้าง แต่ผู้เช่าไม่ค้างชำระ เมื่อบันทึกยอดยกมา เงินฝากยกมาจะแยกยอดแต่ละคนให้**)
6397,เดือนจะดึงจากประจำเดือนของใบแจ้งหนี้ที่ทำไว้
6398,เดือนถัดไปถ้าไม่แจ้งให้ Lock 9
6399,เดือนที่ระบุในใบเสร็จไม่ตรงกับใบแจ้งหนี้
6400,เดือนนี้ให้คีย์ยอดเข้าไปก่อน เนื่องจากนิติฯ ต้องการคำนวณค่าปรับเดือนก่อนหน้าเดือนเดียว พอเดือนถัดไปสามารถใช้บันทึกค่าปรับหนี้ค้างชำระได้ตามปกติ
6401,เดือนหน้าถ้าไม่ต้องการแจ้งหนี้รายการไหน ไม่ต้องบันทึกรายการนั้น
6402,เตรียมจ่ายโพส2รายการแต่พอบันทึกมา1รายการ
6403,เตรียมจ่ายใบสุดท้ายไม่ขึ้นในใบแนบ ภงด.53 เนื่องจากเลือกว่าไม่มีการหักฯ
6404,เทียบกับมิเตอร์ล่าสุด 11/2023 เลขมิเตอร์ไม่ต่อเนื่องกัน อาจจะมีการบันทึกไว้ผิดเดือนแต่ไม่ได้ลบออก
6405,เน็ตเวิร์ค มีปัญหา แจ้งให้ลองรีสตาร์ เครื่องแม่+เครื่องลูก
6406,เน็ตเวิร์คมีปัญหา
6407,เน็ตเวิร์คมีปัญหา แจ้งให้ IT ตรวจสอบ
6408,เน็ตมีปัญหาจะติดต่อมาใหม่พรุ่งนี้
6409,เน็ตลูกค้ามีปัญหาขอเลื่อนเป็นพรุ่งนี้ เวลา 10.30 น. ค่ะ
6410,เนื่องจาก ประมวลผลฯ หลังจาก Reindex แล้ว Error ถึงแม้จะประมวลฯ 200 ห้อง จึงใช้วิธีลบไฟล์ในฐานข้อมูลของ cmt_rcdl (cmt_rchd ไม่มีข้อมูลอยู่แล้ว) แล้วให้ใช้ User ระดับ 3 เปลี่ยนข้อกำหนดฯ เพื่อให้คีย์เลขที่ใบเสร็จที่หายไปเข้าไปได้
6411,เนื่องจากเครื่องค้าง และเปิดอะไรจะขึ้นช้าจึงต้อง Restart เครื่องเครื่องก่อน 1. ส่ง Shortcut ไว้ให้ IT ลองลงแทนตัวเดิม หน้ายังเปิดไม่ได้ |2. ให้ลอง Copy _Softbiz จาก Drive N มาที่ D ก่อนว่าเปิดได้หรือเปล่าถ้าไม่ได้อาจจะมีปัญหาที่คอมฯ
6412,เนื่องจากเครื่องช้าลูกค้าจึงจะ Copy A-2003 และ A-Backup ใส่ USB ก่อน ถ้าเสร็จแล้วจะแจ้งให้ Copy ลงเครื่องใหม่
6413,เนื่องจากเครื่องลูกค้าโดนไวรัส เอาโปรแกรมเก่า + คืนข้อมูลให้ลูกค้า แนะนำให้ลูกค้าไปหาช่างคอม ลบไวรัสออก
6414,เนื่องจากเช็คข้อมูลไม่เจอว่า Family Park มีการซื้อสิทธิ์การใช้โปรแกรมบนระบบ LAN จึงแจ้งให้ลูกค้าเช็ควันที่ของเครื่องลูกโดยทำตัวอย่างให้ดูที่เครื่องแม่
6415,เนื่องจากเป็น Lan ระยะไกล แนะนำให้ติดต่อทางสำนักงานใหญ่ให้ดูโปรแกรมอีกที
6416,เนื่องจากเป็นการลงโปรแกรมใหม่ รหัสที่เคยสร้างไว้ จะต้องสร้างเพิ่มใหม่
6417,เนื่องจากเวลาเพิ่มใบเสร็จสามารถแก้ไขเลขที่ได้ทำให้ลูกค้าน่าจะไปใส่เลข 55 เมื่อบันทึกจึงรันเป็นเลขที่เปลี่ยนไป
6418,เนื่องจากโปรแกรมเข้าUSERและPASSไม่ได้ แนะนำลงโปรแกรมใหม่ ให้เจ้าหน้าที่โทรหาตาล
6419,เนื่องจากโปรแกรมลูกค้าเป็นเวอร์ชั่นเก่า exportรายงานเคลื่อนไหวไม่ได้
6420,เนื่องจากโปรแกรมลูกค้าไม่มี มีแค่โปรแกรมเดิม ให้ITตรวจสอบ
