status_id,status
958,<<(NEW 05/2569)>>
959,<<(NEW 06/2565)>>
960,<<(NEW 06/2566)>>
961,<<(NEW 06/2566)>> ยังไม่ต้องส่งคิวนะคะ เพราะลูกค้านัดโอนเงินค่าโปรแกรม แต่ยังไม่โอนคะ
962,<<(NEW 06/2567 )>>
963,<<(NEW 06/2567 )>> (ลูกค้าจะโอนเงินให้วันจันทร์)>>
964,<<(NEW 06/2567)>>
965,<<(NEW 06/2568)>>
966,<<(NEW 06/2568)>>รออกใบเสร็จ
967,<<(NEW 06/2568)>>รอออกใบเสร็จ***รอลูกค้าชำระเงินก่อนนะคะ***
968,<<(NEW 06/2569)>>
969,<<(NEW 07/2564)>>
970,<<(NEW 07/2565)>>
971,<<(NEW 07/2566)>>
972,<<(NEW 07/2567)>>
973,<<(NEW 07/2568)
974,<<(NEW 07/2568)>>
975,<<(NEW 07/2568)>>(ลูกค้าจะโอนค่าโปรแกรมให้ วันที่ 31/7/2568 )
976,<<(NEW 08/2565)>>
977,<<(NEW 08/2566)>>
978,<<(NEW 08/2567)>>
979,<<(NEW 08/2568)>>
980,<<(NEW 09/2560)>><<(MA หมด 09/2561)>>
981,<<(NEW 09/2565)>>
982,<<(NEW 09/2566 )>>
983,<<(NEW 09/2566)>>
984,<<(NEW 09/2567 )>>
985,<<(NEW 09/2567)>>
986,<<(NEW 09/2568)>>
987,<<(NEW 10/2564)>>
988,<<(NEW 10/2565 )>>
989,<<(NEW 10/2565)>>
990,<<(NEW 10/2565)>>แจ้งหนี้แล้ว รอชำระเงิน
991,<<(NEW 10/2566)>>
992,<<(NEW 10/2567)>>
993,<<(NEW 10/2568 )>>
994,<<(NEW 10/2568)>>
995,<<(NEW 10/2568)>>รอชำระเงิน
996,<<(NEW 11/2564)>>
997,<<(NEW 11/2565)>>
998,<<(NEW 11/2566 )>>
999,<<(NEW 11/2566)>>
1000,<<(NEW 11/2566)>>(ลูกค้าจะฝากเช็คให้ภายในวันจันทร์ วันที่ 13/11/2566)>>
1001,<<(NEW 11/2566)>>)>>
1002,<<(NEW 11/2567 )>>
1003,<<(NEW 11/2567)>>
1004,<<(NEW 11/2568 )>>
1005,<<(NEW 11/2568)>>
1006,<<(NEW 12/2564)>>
1007,<<(NEW 12/2565)>>
1008,<<(NEW 12/2566 )>>
1009,<<(NEW 12/2566)>>
1010,<<(NEW 12/2566)>><<( TF 07/2567)>>
1011,<<(NEW 12/2567)>>
1012,<<(NEW 12/2568)>>
1013,<<(NEW)>>
1014,<<(NEW01/2565)>>
1015,<<(NEW07/2564)>>
1016,<<(NEW10/2565)>>
1017,<<(NEW11/2564)>>
1018,<<(NEW12/2564)>>
1019,<<(TF 01/2566)>>
1020,<<(TF 01/2567 )>>
1021,<<(TF 01/2569)>>
1022,<<(TF 02/2566)>>
1023,<<(TF 02/2568 )>>
1024,<<(TF 02/2568)>>
1025,<<(TF 03/2567)>>
1026,<<(TF 03/2567)>><<(MA หมด 03/2568>>
1027,<<(TF 03/2567)>>หมด <<(MA 03/2568)>>
1028,<<(TF 03/2569)>>
1029,<<(TF 04/2567)>>
1030,<<(TF 04/2569)>>
1031,<<(TF 05/2566)>>
1032,<<(TF 05/2567)>>
1033,<<(TF 05/2568)>>
1034,<<(TF 06/2568)>>
1035,<<(TF 07/2567)>><<(MA 02/2568)>>
1036,<<(TF 07/2568 )>>
1037,<<(TF 08/2565) (LICENCE 05/2566)>>
1038,<<(TF 08/2568)>>
1039,<<(TF 09/2567)>>
1040,<<(TF 09/2567)>><<(MA 12/2568)>>
1041,<<(TF 10/2565)>>
1042,<<(TF 10/2566)>>
1043,<<(TF 10/2567)>>
1044,<<(TF 10/2568)>>
1045,<<(TF 11/2565)>>
1046,<<(TF 11/2565)>>(ลูกค้าใช้สิทธิ์โอนสิทธิ์ จะฝากเช็คให้ วันที่ 30/11/2565) >>
1047,<<(TF 11/2565)>>(ลูกค้าใช้สิทธิ์โอนสิทธิ์ จะฝากเช็คให้ วันที่ 30/11/2565) >>**ส่วคิวให้วันนี้นะคะ ลูกค้าจะเดินการเรื่อง MA ให้คะ**วันที่ 8/11/2566***
1048,<<(TF 11/2566 )>>
1049,<<(TF 11/2567)>>
1050,<<(TF 12/2567)>>
1051,<<(TF 12/2568)>>
1052,<<(TF/03/2567)>>
1053,<<(TF03/2563) ( Mage ไม่ต่อMA หมด **ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด 06/2560)>>
1054,<<(TF08/2565) (LICENCE 05/2566)>>
1055,<<(TF08/2565) (LICENCE05/2566)>>
1056,<<(TF08/2566)>>
1057,<<(TF10/2566)>>
1058,<<(TF12/2564) (MA03/2566)>>
1059,<<(WT) >>
1060,<<(WT)>>
1061,<<(WT-PRO)>>
1062,<<(ใบแจ้งหนี้ไปแล้ว ไม่มีการตอบกลับหมด 05/2568)>>
1063,<<(ใบแจ้งหนี้ไปแล้ว ไม่มีการตอบกลับหมด 06/2568)>>
1064,<<(ใบแจ้งหนี้ไปแล้ว ไม่มีการตอบกลับหมด 07/2568)>>
1065,<<(ใบแจ้งหนี้ไปแล้ว ไม่มีการตอบกลับหมด 08/2568)>>
1066,<<(ไม่เจอข้อมูลว่าเป็นลูกค้า)>>
1067,<<(ไม่ต่อ MA ** หมด MA02/2560**)>>
1068,<<(ไม่ต่อ MA ***ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 05/2557***)>>
1069,<<(ไม่ต่อ MA ***ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด MA04/2564***)>>
1070,<<(ไม่ต่อ MA ***ส่งใบเสนอราคาไปแล้ว ไม่มีการตอบกลับ หมด 08/2554)>>
1071,<<(ไม่ต่อ MA ***ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด 02/2555)***)>>
1072,<<(ไม่ต่อ MA ***ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด09/2557***)>>
1073,<<(ไม่ต่อ MA ***หมด ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด01/2564)>>
1074,<<(ไม่ต่อ MA **ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 12/2556**)>>
1075,<<(ไม่ต่อ MA **ส่งใบเสนอราคาไปแล้ว ไม่มีการตอบกลับ หมด 01/2558**)>>
1076,<<(ไม่ต่อ MA **ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด 04/2556**)>>
1077,<<(ไม่ต่อ MA **ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA04/2562**)>>
1078,<<(ไม่ต่อ MA **ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA04/2564**)>>
1079,<<(ไม่ต่อ MA **ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด09/2556**)>>
1080,<<(ไม่ต่อ MA **หมด MA02/2560**)>>
1081,<<(ไม่ต่อ MA *ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 08/2563*)>><<(TF 01/2566)>>
1082,<<(ไม่ต่อ MA ส่งใบเสนอราคาไปแล้ว ไม่มีการตอบกลับ หมด 01/2565)>>
1083,<<(ไม่ต่อ MA ส่งใบเสนอราคาไปแล้ว ไม่มีการตอบกลับ หมด 09/2560)>>
1084,<<(ไม่ต่อ MA ส่งใบเสนอราคาไปแล้วแต่ยังไม่ตอบกลับ หมด 11/2556)>>
1085,<<(ไม่ต่อ MA ส่งใบเสนอราคาไปแล้วแต่ยังไม่ตอบกลับ หมด MA11/2556 )>>
1086,<<(ไม่ต่อ MA ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด 01/2556 )>>
1087,<<(ไม่ต่อ MA ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด 01/2557)>>
1088,<<(ไม่ต่อ MA ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด 11/2555)>>
1089,<<(ไม่ต่อ MA ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA05/2561)>>
1090,<<(ไม่ต่อ MA ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA05/2563)>>
1091,<<(ไม่ต่อ MA ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA06/2554)>>
1092,<<(ไม่ต่อ MA ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA06/2560)>>
1093,<<(ไม่ต่อ MA ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA06/2560)>><<(NEW 06/2559)>>
1094,<<(ไม่ต่อ MA ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA12/2558)>>
1095,<<(ไม่ต่อ MA หมด 01/2560)>>
1096,<<(ไม่ต่อ MA หมด 01/2563)>>
1097,<<(ไม่ต่อ MA หมด 07/2559)>>
1098,<<(ไม่ต่อ MA หมด 09/2550))>>
1099,<<(ไม่ต่อ MA หมด 09/2550)>>
1100,<<(ไม่ต่อ MA หมด 09/2555)>>
1101,<<(ไม่ต่อ MA หมด 11/2558 ไซท์นี้)>>
1102,<<(ไม่ต่อ MA หมด MA 06/2559)>><<(NEW 06/2558)>>
1103,<<(ไม่ต่อ MA หมด MA06/2559)>>
1104,<<(ไม่ต่อ MA หมด** ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 12/2561**)>>
1105,<<(ไม่ต่อ MA หมด** ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA09/2560**)>>
1106,<<(ไม่ต่อ MA หมด** ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA09/2560**)>><<(NEW 09/2559)>>
1107,<<(ไม่ต่อ MA หมด10/2559 )>>
1108,<<(ไม่ต่อ MA** ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 01/2561**)>>
1109,<<(ไม่ต่อ MA** ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 07/2559**)>>
1110,<<(ไม่ต่อ MA** ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 07/2559**)>><<(NEW 07/2558)>>
1111,<<(ไม่ต่อ MA** ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA08/2554**)>>
1112,<<(ไม่ต่อ MA** ส่งใบเสนอราคาไปแล้วยังไม่มีการตอบกลับ หมด 03/2559**)>>
1113,<<(ไม่ต่อ MA** ส่งใบเสนอราคาไปแล้วยังไม่มีการตอบกลับ หมด 04/2548**)>>
1114,<<(ไม่ต่อ MA** หมด 12/2562)>>
1115,<<(ไม่ต่อ MA** หมด MA11/2565)>>
1116,<<(ไม่ต่อ MA***ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 08/2564)>><<(NEW 08/2563)>>
1117,<<(ไม่ต่อ MA***ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 08/2564**)>>
1118,<<(ไม่ต่อ MA***ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 08/2564***)>>
1119,<<(ไม่ต่อ MA***ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด 01/2558 **)>>
1120,<<(ไม่ต่อ MA***ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA 08/2563**)>>
1121,<<(ไม่ต่อ MA**ส่งใบเสนอราคาไปแล้ว ไม่มีการตอบกลับ หมด 12/2562)>>
1122,<<(ไม่ต่อ MA**ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA 06/2558**)>>
1123,<<(ไม่ต่อ MA**ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA12/2553**)>>
1124,<<(ไม่ต่อ MA**ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA12/2553**)>>>
1125,<<(ไม่ต่อ MA**ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด07/2564**)>>
1126,<<(ไม่ต่อ MA**ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด10/2564**)>>
1127,<<(ไม่ต่อ MA**ส่งใบเสนอราคาไปแล้วยังไม่มีการตอบกลับหมด MA 02/2563**)>>
1128,<<(ไม่ต่อ**ส่งใบเสนอราคาไปแล้วยังไม่มีการตอบกลับ หมด 09/2557**)>>
1129,<<(ไม่ต่อ**ส่งใบเสนอราคาไปแล้วยังไม่มีการตอบกลับ หมด 09/2557**)>><<(NEW 09/2556)>>
1130,<<(ไม่ต่อMA ** ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA01/2561**)>>
1131,<<(ไม่ต่อMA ** หมด 05/2568)>><<(TF 05/2567)>>
1132,<<(ไม่ต่อMA ** หมด 12/2568)>><<(TF 12/2567)>>
1133,<<(ไม่ต่อMA ***ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด 03/2564***)>>
1134,<<(ไม่ต่อMA ***ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA11/2564***)>>
1135,<<(ไม่ต่อMA ***ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด03/2564***)>>
1136,<<(ไม่ต่อMA **ส่งใบเสนอราคาไปแล้ว ไม่มีการตอบกลับ หมด 03/2558)>>
1137,<<(ไม่ต่อMA **ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด 01/2563)>>
1138,<<(ไม่ต่อMA **ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด 12/2557**)>>
1139,<<(ไม่ต่อMA **ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด 12/2557**)>><<(NEW 12/2556 )>>
1140,<<(ไม่ต่อMA **ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA 04/2562**)>>
1141,<<(ไม่ต่อMA **ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA 06/2565**)>>
1142,<<(ไม่ต่อMA **ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA04/2562**)>>
1143,<<(ไม่ต่อMA **ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA12/2562**)>>
1144,<<(ไม่ต่อMA **หมด MA04/2550**)>>
1145,<<(ไม่ต่อMA **หมดMA 07/2565)<<(NEW 07/2564)>>
1146,<<(ไม่ต่อMA ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA02/2560)>>
1147,<<(ไม่ต่อMA หมด 06/2561)>>
1148,<<(ไม่ต่อMA หมด 07/2561)>>
1149,<<(ไม่ต่อMA หมด 11/2564 )>><<(TF 11/2563)>>
1150,<<(ไม่ต่อMA หมด ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA12/2555)>>
1151,<<(ไม่ต่อMA หมด05/2562 )>>
1152,<<(ไม่ต่อMA หมด05/2562)>>
1153,<<(ไม่ต่อMA หมด07/2561)>>
1154,<<(ไม่ต่อMA หมดTF11/25663)>>
1155,<<(ไม่ต่อMA** ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 04/2564**)>>
1156,<<(ไม่ต่อMA** ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 10/2554**)>>
1157,<<(ไม่ต่อMA** ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด 02/2561**)>>
1158,<<(ไม่ต่อMA** ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด 06/2561**)>>
1159,<<(ไม่ต่อMA** ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด 12/2561**)>>
1160,<<(ไม่ต่อMA** ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA 04/2562***)>>
1161,<<(ไม่ต่อMA** ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA04/2562***)>>
1162,<<(ไม่ต่อMA** ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA12/2562**)>>
1163,<<(ไม่ต่อMA** ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด08/2556**)>>
1164,<<(ไม่ต่อMA**ส่งใบเสนอราคาไปแล้ว ไม่มีการตอบกลับ หมด07/2559**)>>
1165,<<(ไม่ต่อMAหมด02/2565)>>
1166,<<(ไม่ต่อMAหมด06/2557) ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 11/2558)>>
1167,<<(นิติซื้อ ***ไม่ต่อ MA ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA10/2556)>>
1168,<<(ยังไม่ได้ส่งใบเสนอราคา MA หมด 01/2567)>>
1169,<<(ยังไม่ได้ส่งใบเสนอราคา MA หมด 01/2567)>><<(TF 01/2566)>>
1170,<<(ยังไม่ได้ส่งใบเสนอราคา MA หมด 11/2566)>><<(TF 11/2565)>> (ลูกค้าใช้สิทธิ์โอนสิทธิ์ จะฝากเช็คให้ วันที่ 30/11/2565) >>**ส่วคิวให้วันนี้นะคะ ลูกค้าจะเดินการเรื่อง MA ให้คะ**วันที่ 8/11/2566***
1171,<<(ยังไม่ได้ส่งใบเสนอราคา หมด 12/2565)>>
1172,<<(ยังไม่ได้ส่งใบเสนอราคา หมด 12/2565)>><<((TF05/2565))>>
1173,<<(ยังไม่ได้ส่งใบเสนอราคา หมด 12/2565)>><<(MA12/2565)>>
1174,<<(ยังไม่ได้ส่งใบเสนอราคา หมด 12/2565)>><<(TF 01/2566)>>
1175,<<(ยังไม่ได้ส่งใบเสนอราคาไป หมด MA 06/2564)>>
1176,<<(ยังไม่ได้ส่งใบแจ้งหนี้ไป หมด MA 07/2565)(บริษัทยังไม่ตันสินใจต่อ)>>
1177,<<(ยังไม่ได้ส่งใบแจ้งหนี้ไป หมด MA 09/2565)(บริษัทยังไม่ตัดสินใจต่อ)>>
1178,<<(ยังไม่ได้ส่งใบแจ้งหนี้ไป หมด MA 09/2565)(บริษัทยังไม่ตันสินใจต่อ)>>
1179,<<(ยังไม่ต่อ MA ** ส่งใบเสนอราคาไปแล้ว ไม่มีการตอบกลับ หมดMA03/2557**)>>
1180,<<(ยังไม่ต่อ MA ****ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด 10/2561**)>>
1181,<<(ยังไม่ต่อ MA ***ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 01/2563)>>
1182,<<(ยังไม่ต่อ MA ***ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 09/2553***)>>
1183,<<(ยังไม่ต่อ MA ***ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด 05/2555**)>>
1184,<<(ยังไม่ต่อ MA ***ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA08/2562***)>>
1185,<<(ยังไม่ต่อ MA ***ส่งใบเสนอราคาไปแล้วยังไม่มีการตอบกลับ หมด09/2558***)>>
1186,<<(ยังไม่ต่อ MA **ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 01/2557**)>>
1187,<<(ยังไม่ต่อ MA **ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 03/2564**)>>
1188,<<(ยังไม่ต่อ MA **ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 10/2561**)>>
1189,<<(ยังไม่ต่อ MA **ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด06/2561**)>>
1190,<<(ยังไม่ต่อ MA **ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด06/2561**)>><<(NEW 06/2560)>>
1191,<<(ยังไม่ต่อ MA ส่งใบเสนอไปแล้วไม่มีการตอบกลับหมด 04/2563)>>
1192,<<(ยังไม่ต่อ MA ส่งใบเสนอไปแล้วไม่มีการตอบกลับหมด 04/2563)>>(TF 04/2562)>>
1193,<<(ยังไม่ต่อ MA ส่งใบเสนอไปแล้วไม่มีการตอบกลับหมด 04/2563)>><<(TF 04/2562)>>
1194,<<(ยังไม่ต่อ MA ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 02/2557)>>
1195,<<(ยังไม่ต่อ MA ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด MA 03/2564 )>>
1196,<<(ยังไม่ต่อ MA ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด MA01/2562)>>
1197,<<(ยังไม่ต่อ MA ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด MA09/2561)>>
1198,<<(ยังไม่ต่อ MA ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด 05/2555)>>
1199,<<(ยังไม่ต่อ MA ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA01/2562)>>
1200,<<(ยังไม่ต่อ MA ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA03/2556)>>
1201,<<(ยังไม่ต่อ MA ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA09/2561)>>
1202,<<(ยังไม่ต่อ MA ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด04/2561)>>
1203,<<(ยังไม่ต่อ MA**ส่งใบเสนอราคาไปแล้วไม่มีการตอบกลับ หมด MA 08/2564**)>>
1204,<<(ยังไม่มีใบเสนอราคา MA หมด 10/2566)<<(NEW 10/2565 )>>
1205,<<(ยังไม่มีใบเสนอราคา MA หมด 11/2567)>><<(TF 11/2566 )>>
1206,<<(ยังไม่มีใบเสนอราคา หมด 03/2566)>>
1207,<<(ยังไม่มีใบเสนอราคา หมด MA 06/2568)>>
1208,<<(ยังไม่มีใบเสนอราคา หมด MA 09/2566)>>
1209,<<(ยังไม่มีใบเสนอราคา หมด MA 09/2566)>><<(NEW 09/2565)>>
1210,<<(ยังไม่มีใบเสนอราคา)>>
1211,<<(ยังไม่มีใบเสนอฯ MA 08/2565)>>
1212,<<(ยืนยันไม่ต่อ MA)>>((ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 01/2561)>>
1213,<<(ลูกค้าแจ้งไม่ต่อ **MA หมด MA12/2556**)>>
1214,<<(ส่งใบเสนอราคาไปแล้ว แต่ไม่มีการตอบกลับ หมด 05/2564)>>
1215,<<(ส่งใบเสนอราคาไปแล้ว แต่ไม่มีการตอบกลับ หมด 07/2556)>>
1216,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ MAหมด 05/2560)>>>
1217,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ MAหมด 08/2560)>>
1218,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ MAหมด 11/2561)>>
1219,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ MAหมด 11/2561)>>>
1220,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 01/2558)>>
1221,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 01/2559 )>>
1222,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 01/2561)>>
1223,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 01/2563)>>
1224,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 01/2569)>>
1225,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 02/2561)>>
1226,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 02/2563)>>
1227,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 02/2569)>>
1228,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 03/2555)>>
1229,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 03/2561)>>
1230,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 03/2562)>>
1231,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 03/2565)>>
1232,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 03/2566)>>
1233,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 03/2568)>>
1234,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 04/2555 )>>
1235,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 04/2558)>>
1236,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 04/2561)>>
1237,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 04/2561)>><<(NEW 04/2560)>>
1238,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 04/2566)>>
1239,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 05/2559)>>
1240,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 05/2559)>><<(NEW 05/2558)>>
1241,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 05/2560)>>
1242,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 05/2560)>><<(NEW 05/2559)>>
1243,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 05/2561 )>>
1244,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 05/2561)>>
1245,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 05/2562)>>
1246,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 06/2558)>>
1247,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 06/2558)>><<(NEW 06/2557 )>>
1248,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 06/2562)>>
1249,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 06/2564)>>
1250,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 07/2557)>>
1251,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 07/2558)>>
1252,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 07/2560)>>
1253,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 07/2561)>>
1254,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 07/2563)>>
1255,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 08/2558)>>
1256,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 08/2559)>>
1257,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 08/2561)>>
1258,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 08/2563 )>>
1259,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 08/2563)>>
1260,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 08/2565)>>
1261,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 09/2557)>>
1262,<<(ส่งใบเสนอราคาไปแล้ว แต่ยังไม่ตอบกลับ หมด 09/2562)>>
