question_id,question
17520,ปรับตารางในหนังสือเตือนตัวอักษรทับซ้อนกันอยู่
17521,**** Reomte Update Program วันที่ 24/7/2566 ให้ บ.เมเจอร์ พร็อพเพอร์ตี้ เซอร์วิส (ลูกค้าฝากเช็คให้แล้ว วันที่ 21/7/66 จำนวน 5 616 บาท) ส่งเมล์ต่อให้ทุกคนแล้ว
17522,สอบถามปัญหาการออกใบเสร็จ//ฝากเครสนี้ด้วยลูกค้าแจ้งว่าทำไมทำไม่ได้ --||--
17523,*** Thai Asset Property And J.P. - ส่งเมล์ ขอแจ้งยกเลิกการใช้โปรแกรมซอฟบิส ในวันที่ 24 ก.ค. 2566 ชื่อ นิติบุคคลอาคารชุด เดอะบรีซ ซึ่งทางบริษํทฯ ได้ รีโมทไปลบข้อมูลหน้าหน่วยงานให้เรียบร้อยแล้วค่ะ ส่งต่อให้ททุกคนแล้ว ***แจ้งเพื่อให้ทราบคะ
17524,ลูกค้าเอาเครื่องคอมไปล้างมาจะให้ลงโปรแกรมให้คะ
17525,*** วิลล์คอน (อยุธยา พาร์ค) - ส่งหนังสือแจ้ง ล็อคสิทธิ์ผู้ใช้ระบบระดับ1 ส่งต่อให้ทุกคนแล้ว
17526,ตอน 14.00 น. Remote Update Program วันที่ 24/7/2566 (ลูกค้าฝากเช็คให้แล้ว) วันที่ 26/6/2566 จำนวน 3 650.40 บาท) ส่งเมล์ต่อให้แล้ว ส่งคิวได้เลยคะ
17527,ดอกเบี้ยในระบบไม่ตัด
17528,สอบถามปัญหา 2 เครื่องไม่ลิ้งกัน --||--
17529,แก้ไขใบแจ้งหนี้//คีย์ค่าน้ำผิด
17530,แก้ไขยอดเงินในบิลค้างชำระ
17531,Program GL ขึ้นหมดอายุ --||--
17532,แก้ไขชื่อผู้มีอำนาจในฟอร์มหนังสือเตือน
17533,เพิ่มรายละเอียดในใบแจ้งค่าใช้จ่าย
17534,*** Remote ลงโปรแกรม CM ให้ โนเบิล เพลินจิต หน่วยงาน Savills
17535,ปรับอัตราต่อหน่วย
17536,(โปรแรกมไม่ได้หาย แต่พอ Format แล้ว Error ส่งคิวอังคารเช้า) --||--
17537,*** IRM-Extra (บ้านประชาสุข 7 ) - ส่งเมล์แจ้ง พิมพ์ใบเสร็จแล้ว ตัวหนังสือซ้อนกัน ส่งต่อให้ทุกคนแล้ว
17538,ลูกค้าแจ้งว่าจะให้รีโมทเข้าไปดูว่ามีใครสามารถเช้าใช้งานได้บ้าง และลบรหัสอื่นทั้งหมด
17539,1. แก้ไขเลขที่ใบแจ้งหนี้ 2. แก้ไขข้อมูล/ข้อความท้ายใบแจ้งหนี้
17540,Reomte Update Program วันที่ 25/7/2566 ให้ บ.เมเจอร์ พร็อพเพอร์ตี้ เซอร์วิส (ลูกค้าฝากเช็คให้แล้ว) วันที่ 21/7/2566 จำนวน 5 616 บาท)
17541,Reomte Update Program วันที่ 25/7/2566 + แก้ไขปัญหาเปิดเข้าโปรแกรมไม่ได้ มันค้าง (ลูกค้าโอนเงินมาแล้ว วันที่ 25/7/2566 จำนวน 5 616 บาท) --||--
17542,เปลี่ยนคอมใหม่สอบถามการลงโปรแกรมใหม่ค่ะ
17543,*** IRM-Extra (อยู่ดีคอนโด อาคาร งอกงาม-จงเจริญ ) - ส่งเมล์แจ้ง แก้ไขใบแจ้งหนี้ บรรทัดไม่ตรง และแก้ไขภาษาท้ายใบแจ้งหนี้ ส่งต่อให้ทุกคนแล้ว
17544,สอบถามปัญหาเรื่องมิเตอร์ไฟฟ้า
17545,มีเลขมิเตอร์น้ำ 2 ชุดจากมิเตอร์ตัวเก่า และตัวใหม่ แต่ตอนนี้มีการออกใบแจ้งหนี้เฉพาะตัวใหม่และมีการออกใบเสร็จล่วงหน้าใว้ทำให้กลายเป็นยอดจ่ายเกิน --||--
17546,ปริ้นใบเตือนชำระค่าใช้จ่ายออกมาไม่ตรงฟอร์ม
17547,บันทึกรายการยังไม่ครบแต่ผ่านรายการไปแล้ว --||--
17548,สอบถามการคำนวณค่าปรับเงินเพิ่ม --||--
17549,*** โทรกลับ หมู่บ้านพนาสนธิ์ การ์เด้นโฮม 3 ติดต่อ คุณทิพย์ 098-9382798 (ภาษาในโปรแกรมไม่สามารถอ่านได้
17550,แก้ไขหน่วยค่าน้ำ-ค่าไฟฟ้า
17551,ใบแจ้งหนี้เลขที่ 6605-0906 เดือน 06/2023 โชว์ว่าเป็นหนี้ค้างทั้งที่ออกใบเสร็จแล้วเลขที่ 35317 --||--
17552,สอบถามปัญหาหลัง Update
17553,ลูกค้าเอาเครื่องไป Up-grade windows (โปรแกรมตัวหนังสืออ่านไม่ออก - ไม่เป็นภาษาไทย)) --||--
17554,**** IRM (อารีสัมพันธ์) - ส่งเมล์มาแจ้งให้ติดตั้งสิทธิ์ ส่งต่อให้ทุกคนแล้ว
17555,สอบถามเรื่องข้อมูลยังมียอดค้างอยู่
17556,หมู่บ้านปรีชา ไพรเวท บีช ระยอง - ส่ง Format Excel มาให้ Import ส่งต่อให้ทุกคนแล้ว --||--
17557,ลูกค้าส่งหนังสือลงโปรแกรมมาแล้ว ส่งต่อให้ทุกคนแล้ว
17558,ออกใบเสร็จไม่ได้ ระบบขึ้นโปรแกรมหมดอายุ --||--
17559,ออกใบเสร็จหลังทำใบแจ้งหนี้ทำให้มียอดยกมา ต้องการไม่ให้มียอดยกมา --||--
17560,ลูกค้าแจ้งว่าฮาร์ดดิสก์เสีย จะมีผลกระทบอะไรต่อโปรแกรมรึเปล่า
17561,สอบถามเรื่องการสำรองข้อมูลใส่แฟลชไดร์
17562,ลูกค้าขอใบเสนอราคา MA-UP ให้ส่งไปที่ Email:tararuankaew@gmail.com
17563,ใช้ปุ่ม F10 ที่ Keyboard ไม่ได้จึงใช้ Mouse click F10 ในระหว่างอยู่หน้าจอบิลค้างชำระทำให้ใบเสร็จถูกบันทึกโดยยังไม่ได้เลือชำระโดย --||--
17564,สอบถามเรื่องรายรับบัญชีล่วงหน้า
17565,รายงานเคลื่อนไหวฯ มียอดติดลบ --||--
17566,(ใบเสร็จ Error Exprixe) --||--
17567,ตัวหนังสือในหนังสือเตือนทับซ้อนกัน
17568,ปริ้นกระดาษใบแจ้งหนี้ไม่ต่อเนื่อง --||--
17569,สอบถามการแจ้งหนี้ ของหน่วยงาน 624 คอนโดเลต รัชดา 36 --||--
17570,ยอดยกมาไม่ขึ้นค่าส่วนกลาง --||--
17571,จะให้เพิ่มรหัสผู้ใช้งานและลบรหัสผู้ใช้งาน
17572,*** บ้านภัสสร พัฒนาการ 2 (PS61) - ส่งหนังสือเพิ่มรหัสระดับ 3 ส่งต่อให้ทุกคนแล้ว
17573,สอบถามการเปลี่ยนรหัสรายการชำระ --||--
17574,ประมวลผลแล้วรายการยอดยกมาไม่ขึ้น
17575,ปริ้นท์ใบแจ้งหนี้ตกขอบ --||--
17576,แก้ไขเบอร์โทรศัพท์นิติ
17577,ปริ้นใบแจ้งหนี้ออกมาไม่มีเบอร์โทรฯ --||--
17578,ลูกค้าเอาคอมพิวเตอร์ไปล้างเครื่องมาจะให้ลงโปรแกรมให้ --||--
17579,*** กรีนเลค คอนโด - ส่งหนังสือมาให้ลงโปรแกรมใหม่ ส่งต่อให้ทุกคนแล้ว
17580,สอบถามการออกบิลชำระล่วงหน้า
17581,ปริ้นท์ใบแจ้งหนี้ ข่าวสารประจำงวดโชว์ให้ใบแรกใบเดียว --||--
17582,เปิดโปรแกรมที่เครื่องลูกไม่ได้ --||--
17583,*** เลิศมงคลทอง คอนโด 2 - ส่ง Format Excel มาให้ตรวจก่อนลงโปรแรกม ส่งต่อให้ทุกคนแล้ว
17584,จะให้เพิ่มรหัสผู้ใช้งานและลบรหัสผู้ใช้งาน --||--
17585,โปรแกรมขึ้นหมดอายุ ของหน่วยงาน ( เดอะเนียร์))
17586,ผ่านรายการฯ มีค่าเบี้ยประกันออกมาด้วย --||--
17587,ใส่ password แล้วเข้าโปรแกรมไม่ได้
17588,บันทึกค่าปรับแต่รหัส 105 ไม่ดึงมาคำนวณด้วย --||--
17589,จะออกใบเสร็จแต่ในบิลค้างชำระไม่ขึ้นใบแจ้งหนี้ให้ตัด --||--
17590,ปริ้นใบเสร็จ-ใบแจ้งหนี้ไม่ออก ของหน่วยงาน(รามาฮาเบอร์วิว คอนโดมิเนียม)
17591,สอบถามปัญหาใบแจ้งหนี้ค่าส่วนกลางราย 6 เดือน
17592,ปริ้นใบเสร็จไม่ออก ของหน่วยงาน ( เดอะเนียร์)) --||--
17593,สอบถามปัญหาลูกหนี้ค้างชำระรายบุคคล --||--
17594,เข้าบันทึกมิเตอร์น้ำโดยระบุเลขห้อง 001-129 แล้วข้อมูลว่างเปล่า --||--
17595,ลูกค้าเอาคอมพิวเตอร์ไปล้างเครื่องมาจะให้ลงโปรแกรมให้คะ
17596,ลงค่าน้ำของเดือนที่แล้วผิด --||--
17597,ลูกค้าเอาเครื่องไปลงวินโดว์มาใหม่//จะให้ดึง shortcut
17598,เข้าไปบันทึกรายการไม่ได้
17599,ห้อง 2/061 มีหนี้ค้างเงินเพิ่มเดือน 08/2556 ขึ้นมา แต่ก่อนหน้านี้ตัดหนี้ไปหมดแล้ว --||--
17600,1. ขอรหัสมาสเตอร์ (Sanya Jayalee (IT Manager)) |2. 17.02 Savills ติดตั้งสิทธิ์ GL SDR ศาลาแดงเรสซิเดนเซส หมดวันที่ 31/07/2023 ติดตั้งถึงวันที่ 27/08/2023 >OK Email : Service โดย kwan
17601,*** เดอะไพน์ หัวหิน - ส่งหนังสือยกเลิกรหัสระดับ 3 และเพิ่มใหม่ ส่งต่อให้ทุกคนแล้ว --||--
17602,เพิ่มเบอร์โทรในใบเสร็จ-ใบแจ้งหนี้
17603,**** เศรษฐสิริ ราชพฤกษ์ - จรัญฯ - ส่งหนังสือมาเพิ่มรหัสระดับ 3 ส่งต่อให้ทุกคนแล้ว(Email วันที่ 26/7/2566)) --||--
17604,ปริ้นท์ใบแจ้งหนี้ต่อเนื่องมีรายการปริ้นท์ซ้ำขึ้นมาบรรทัดที่ 2 --||--
17605,สอบถามปัญหารายงานฝากเงินส่วนตัว
17606,หลังจากลงโปรแกรมเกี่ยวกับไม้กั้นภาษาในโปรแกรม Softbiz ไม่เป็นภาษาไทย --||--
17607,สอบถามข้อมูลเรื่องใบแจ้งหนี้
17608,ออกใบลดหนี้ไม่ได้ --||--
17609,ปริ้นใบแจ้งหนี้ต่อเนื่องไม่ได้
17610,จะออกใบลดหนี้แต่กดไม่ได้
17611,ผ่านรายการฯ แล้วห้องมาไม่ครบ --||--
17612,*** ตอน 13.30 น. Remote Update Program วันที่ 29/7/2566 ให้ เดอะสเปซ คอนโด 2 ติดต่อ คุณไอรินรยา ธนากุลกันต์พงษ์ 065-692-4664 (ลูกค้าโอนเงินมาแล้ว วันที่ 21/7/2566 จำนวน 5 200 บาท) --||--
17613,ใบเสร็จตัดสลับใบแจ้งหนี้หลังจากประมวลแบบ F2 --||--
17614,ปริ้นท์ใบแจ้งหนี้แล้วหัวกระดาษไม่เป็นภาษาไทย --||--
17615,9.30 Savills ติดตั้งสิทธิ์ GL SDR ศาลาแดงเรสซิเดนเซส หมดวันที่ 31/07/2023 ติดตั้งถึงวันที่ 27/08/2023 >OK Email : Service โดย kwan
17616,ออกค่าน้ำไม่ได้ --||--
17617,ลูกค้าสอบถามเรื่องการย้ายโปรแกรม ( เอาโปรแกรมอื่นมาลงทำให้ภาษาเพี้ยน ในโปรแกรมไม่เป็นภาษาไทยจึงต้องการย้ายโปรแกรมไปอีกเครื่อง))
17618,บันทึกมิเตอร์ไฟตามบิลการไฟฟ้าแล้วยอดไม่คำนวณให้ --||--
17619,ปริ้นใบเสร็จออกมาแล้วคำว่าต้นฉบับกับสำเนาไม่เป็นภาษาไทย
17620,แก้ไขข้อความ/เพิ่มในใบแจ้งหนี้
17621,เปลี่ยนลายเซ็นในใบเสร็จ-ใบแจ้งหนี้ --||--
17622,รบกวนช่วยเช็คเครื่องปริ้นให้หน่อยได้ไหมค่ะพบปัญหาคือ ปริ้นใบแจ้งหนี้ และใบเสร็จรับเงิน รายละเอียดไม่ตรงเลยค่ะถ้าเป็นใบแจ้งหนี้สีเขียวจะอาการหนักกว่านี้ค่ะ แต่เอาทิ้งหมดแล้วค่ะ เลยไม่มีตัวอย่างให้ดูค่ะ0631434886 ปีใหม่-(ส่งไลน์มา วันที่ 31/7/2566)) --||--
17623,คีย์มิเตอร์น้ำผิดเดือน --||--
17624,*** Remote Udpate program วันที่ 31/7/2566 ให้ บ้านพฤกษาทาวน์ (PKT๐๘) ติตด่อ คุณพัทรณันท์ 097-0923843 (ลูกค้าโอนเงินให้แล้ว วันที่ 31/7/2566 จำนวน 3 650.40 บาท) anydesk id 969084570 --||--
17625,แก้ไขยอดค่าน้ำผิด
17626,*** คิวหลังสวน - ส่งหนังสือย้ายโปรแกรมมาให้ ส่งต่อให้ทุกคนแล้ว
17627,Program error--||--
17628,บิลค่าน้ำไม่ขึ้นยอดเดือน ก.ค. --||--
17629,*** Remote Update Program วันที่ 31/7/2566 ให้ บ้านใหม่พระราม 2 (2) ติตด่อ นิติ 02-405-4504 061-121-9448 (ลูกค้าฝากเช็คให้แล้ว วันที่ 27/7/2566 จำนวน 5 778 บาท)
17630,จำรหัสผ่านไม่ได้ ทดลองเข้าหลายครั้งกลัวว่าโปรแกรมจะล็อก --||--
17631,สอบถามการเปลี่ยนชื่อ/User ผู้ใช้งาน --||--
17632,ชื่อ-ที่อยู่หน้าใบเสร็จไม่ดึงตามทะเบียนเจ้าของร่วมฯ ต้องการแก้ไขใบเสร็จ --||--
17633,*** ตอน 14.00 น. Remote เพิ่ม LANx1 ให้ บ.ภูเก็ตวิลล่า คอร์ปอเรชั่น ติดต่อ คุณจอยซ์ 084 307-0303 --||--
17634,ปรับตั้งค่าหน้ากระดาษระบบ GL --||--
17635,ปริ้นท์ PDF ไม่มีข้อมูลขึ้น F7 ก็ไม่มีข้อมูลขึ้น --||--
17636,สอบถามปัญหาเรื่องยอดค้างชำระในใบแจ้งหนี้ --||--
17637,สอบถามการเรียกดูข้อมูล
17638,สอบถามการสรุปค่าส่วนกลางแบบเป็นเปอร์เซ็นต์ % --||--
17639,*** IRM (โนเบิล แอมเบียนส์ วันลาดพร้าว) - ส่งเมล์ให้ติดตั้งสิทธิ์ CM ส่งต่อให้ทุกคนแล้ว
17640,ขอรหัสมาสเตอร์ (Sanya Jayalee (IT Manager))
17641,จะเพิ่มเลขที่บิลในฟอร์มใบเสร็จ
17642,**** IRM-Extra (เอชทูโอ เขาใหญ่ อาคารทู) - ส่งเมล์แจ้ง บันทึกการชำระเงิน/ออกใบเสร็จ ไม่สามารถเข้าใช้งานได้ ส่งต่อให้ทุกคนแล้ว --||--
17643,ลูกค้าสอบถามรายละเอียดเรื่องใบแจ้งหนี้ค่ะ
17644,สอบถามปัญหาระบบยอดหนี้ไม่โชว์
17645,10.33 Savills ติดตั้งสิทธิ์ CM STT อาคารแสงทองธานี ติดตั้งถึงวันที่ 27/01/2024 >OK Email 10.33 Savills ติดตั้งสิทธิ์ CM NKR อาคารนครา ทาวเวอร์ ติดตั้งถึงวันที่ 27/01/2024 >OK Email
17646,เปลี่ยนลายเซ็นผู้มีอำนาจในระบบ
17647,สอบถามเรื่องการ Backup ข้อมูล
17648,*** เลิศมงคลทองคอนโด 2 - ส่ง Format Excel มาให้ Import ส่งต่อให้ทุกคนแล้ว
17649,ทำใบแจ้งหนี้ค่าปรับแล้วแต่ยอดไม่น่าจะถูกต้อง ต้องการลบใบแจ้งหนี้เพื่อทำใหม่ --||--
17650,ลูกค้าย้ายโปรแกรมไปที่เครื่องใหม่เองเปิดเข้าโปรแกรมแล้วข้อมูลลูกบ้านหายไป
17651,ใบเสร็จล่าสุดยอดด้านซ้ายกับขวาไม่เท่ากัน --||--
17652,ลูกค้าส่งหนังสือย้ายมาแล้ว ส่งต่อให้ทุกคนแล้ว
17653,รบกวนส่งคิว Import ให้ด้วยคะ ลูกค้าใหม่ รออยู่คะ -ส่งมาทางไลน์
17654,เอาคำว่าสำเนาออกจากฟอร์ใบแจ้งหนี้ --||--
17655,สั่งปริ้นใบแจ้งหนี้ออกแล้วข้อมูลออกมาไม่ครบถ้วน
17656,ผ่านรายการฯ แล้ว แต่ค่าน้ำผิดต้องการแก้ไขยอด --||--
17657,*** SMC (เดอะ บรีซ นราธิวาส ) - จะใช้สิทธิ์โอนสิทธิ์ ยังไม่ได้ลงโปรแกรม ส่ง Format Excel มาให้ตรวจสอบก่อน ส่งต่อให้ทุกคนแล้ว --||--
17658,สอบถามปัญหาการปิดบัญชีประจำงวด --||--
17659,โปรแกรมใช้งานไม่ได้
17660,ผ่านรายการฯ ค่าน้ำแต่มีค่าปรับติดมาด้วย --||--
17661,บางครั้งปริ้นท์ใบแจ้งหนี้ขึ้นรายการเดิมซ้ำ --||--
17662,เปลี่ยนเลขที่บัญชีนิติฯในฟอร์มใบแจ้งหนี้
17663,ออกใบแจ้งหนี้เบิลออกมา 2 ใบ --||--
17664,เปลี่ยนปีบัญชีในระบบ GL ไม่ได้
17665,*** ม.ชัยพฤกษ์และบุศรินทร์ รังสิต คลอง 2 - ส่ง Format Excel มาให้ตรวจสอบก่อนลงโปรแกรม ส่งต่อให้ทุกคนแล้ว --||--
17666,ลูกค้าขอใบเสนอราคา MA ใหม่ค่ะ Email: panoraphuket.juristic@gmail.com
17667,จะยกเลิกใบลดหนี้
17668,ใส่รหัสเข้าโปรแกรมแล้ขึ้น Invalid path or file name --||--
17669,ประมวลผลแต่ใส่วันที่ผิดต้องการลบออก --||--
17670,เข้าบันทึกใบเสร็จไม่ได้ ของหน่วยงาน (ม.เอสเกต กรุงเทพฯ-ปทุมธานี ))
17671,หลัง Windows update ภาษาในโปรแกรมไม่เป็นภาษาไทย --||--
17672,ข้อมูลเดือน 6 หายไป ของหน่วยงาน (วิลล่า สาทร )
17673,ลูกค้าซื้อเครื่องมาใหม่จะให้ย้ายโปรแกรมให้ค่ะ
17674,แก้ใบแจ้งหนี้ห้อง 1605-08 เลขที่ INV6606072 โดยเปลี่ยนเป็นเลขห้องอื่นแต่ห้องเดิมยังโชว์ในรายงานต้องการให้ลบออก --||--
17675,*** ม.ชัยพฤกษ์และบุศรินทร์ รังสิต คลอง 2 - ส่ง Format Excel (แก้ไข) ส่งให้ตรวจสอบก่อนลงโปรแกรม ส่งต่อให้ทุกคนแล้ว
17676,เปลี่ยนเลขที่ตรงหัวใบเสร็จ --||--
17677,ภาษาในโปรแกรม-ไม่เป็นภาษาไทย(รายงานรับเงินประจำวัน)
17678,10:23 Savills ติดตั้งสิทธิ์ GL WSC วิลเชอร์ หมดวันที่ 31/07/2023 ติดตั้งถึง 02/09/2023>OK Email : Service โดย kwan  10:23 Savills ติดตั้งสิทธิ์ GL CELES เซอเลส อโศก (นิติฯซื้อเอง) หมด MA วันที่ 28/05/2024 ติดตั้งถึงวันที่ 28/05/2024 >OK Email
17679,ลูกค้าแจ้งนัดรับเช็ค MA คะ
17680,ช่องรายรับตัวเลขทับกัน
17681,สำรองข้อมูลไม่ได้ ของหน่วยงาน ชวนา รวมสุข รีเจนท์ ออน เดอะ ปาร์ค 3
17682,*** IRM (ไอ-ดีไซน์) - ส่งเมล์แจ้งให้ ติดตั้งสิทธิ์ CM และแก้ไขรายงาน ส่งต่อให้ทุกนแล้ว
17683,เข้าบันทึกใบเสร็จไม่ได้ ของหน่วยงาน (ม.เอสเกต กรุงเทพฯ-ปทุมธานี )) หลังจากเอาข้อมูลมาคืน --||--
17684,สอบถามการลบเลขที่ใบเสร็จ
17685,ลูกค้าขอใบเสนอราคา MA ให้ส่งไปที่ Email:watergate.bud@gmail.com
17686,เปลี่ยนที่อยู่ของบริษัทในแบบฟอร์มใบหัก ณ ที่จ่าย
17687,สวัสดีค่ะแจ้งอาการหน่อยค่ะอาการเดิมเลยค่ะพี่ ตัวหนังสือไม่ลงล็อคค่ะแล้วก็กระดาษไม่พอดีกับเครื่องค่ะปริ้นออกมาเราก็ต้องฉีกกระดาษไม่ตรงล็อคเลยค่ะ -(ส่งไลน์มา วันที่ 3/8/2566)) --||--
17688,*** บ้านนวธารา รีเวอร์ไลฟ์ - ส่งหนังสือมาเพิ่มรหัสระดับ 3 ตอน 13.30 น. ส่งต่อให้ทุกคนแล้ว
17689,ยังไม่ Due date แต่มีค่าปรับขึ้นมา --||--
17690,เดี๋ยวสัก 13:30 น. รบกวนติดต่อกลับ 092-921-4025. นิติบุคคลหมู่บ้านจัดสรรเวอเดียวราชพฤกษ์ ด้วยนะคะ จะรบกวนให้ตั้งค่าหน้ากระดาษในระบบให้ค่ะ
17691,เปิดไฟล์ไม่ได้ --||--
17692,สอบถามการเพิ่มค่าเช่า
17693,ลูกค้าขอใบเสนอราคา MA ใหม่ค่ะ Email: happiness.condominium@gmail.com
17694,ปริ้นท์รายงานลูกหนี้ไม่ได้ --||--
17695,พ.ศ. ไม่ขึ้นโชว์หน้าใบแจ้งหนี้ --||--
17696,Import -ข้อมูล(ส่งมาทางไลน์วันที่ 2/8/2566 )
17697,Setting printer ใบแจ้งหนี้ --||--
17698,ลูกค้าส่งหนังสือย้ายมาแล้ว ส่งต่อให้ทุกคนแล้ว ส่งคิวได้เลยคะ
17699,สอบถามเรื่องยอดหนี้ยังโชว์อยู่ --||--
17700,F9 รายงานใบเสร็จฯ วันที่โอนไม่มี --||--
17701,ข้อมูล error ของหน่วยงาน (วิลล่า สาทร )
17702,เอาเครื่องลูกไปลง Windows มาใหม่ --||--
17703,*** บ.เอฟ พรอพเพอร์ตี้ แมเนจเม้นท์ (เอชทู สตีล คอนโดมิเนียม) - ส่งเมล์แจ้ง เข้าระบบระบบ GL โปรแกรม Expire ส่งต่อให้ทุกคนแล้ว
17704,*** บ.เอฟ พรอพเพอร์ตี้ แมเนจเม้นท์ (กรีนไนน์ อาคาร C) - ส่งเมล์แจ้ง เข้าระบบระบบ CM โปรแกรม Expire ส่งต่อให้ทุกคนแล้ว
17705,ผ่านรายการฯ แล้วแต่ไม่ได้ใส่ Due date
17706,คีย์เลขมิเตอร์ค่าไฟผิด
17707,ใบแจ้งหนี้ค่าน้ำยอดไม่ตรงกับใบเสร็จ
17708,*** เพอร์เฟคเพลสพระราม 5 - ส่งหนังสือ ขอให้ยกเลิกใบเสร็จรับเงิน บ้านเลขที่ 89/218 ลงวันที่ 23 ก.ค. 66 จำนวน 2 ฉบับ ส่งต่อให้ทุกคนแล้ว --||--
17709,จะทำใบแจ้งหนี้หลายรายการให้อยู่ในใบเดียวกัน
17710,สอนถามการใช้งาน
17711,**** Remote Update Program ให้ บ้านเอื้ออาทรนาจอมเทียน 3 ติดต่อ คุณวิชุลดา ฝักฝ่าย 082-4636852 (ลูกค้าฝากเช็คให้แล้ว วันที่ 3/8/66 จำนวน 5 350 บาท)
17712,ปริ้นใบเสร็จออกมากระดาษเป็น A4
17713,สอนถามการใช้งาน --||--
17714,ปริ้นใบแจ้งหนี้-ใบเสร็จกระดาษไม่ต่อเนื่อง
17715,คีย์ค่าไฟเข้าไปแล้วระบบขึ้นยอดติดลบ --||--
17716,ลูกค้าแจ้งรับค่า MA เป็นเงินสดค่ะ
17717,ลูกค้าส่งหนังสือย้ายมาแล้ว ส่งต่อให้ทุกคนแล้ว (Emailวันที่ 3/8/2566)) --||--
17718,เข้าไปดูแบบยี่น ภ.ง.ด. 3 ไม่ได้
17719,ใส่โลโก้ในใบแจ้งหนี้ --||--
17720,เปลี่ยนที่อยู่ของลูกบ้านในใบเสร็จ-ใบแจ้งหนี้
17721,*** ยูนิโอ พระราม 2 - ท่าข้าม - ส่งเมล์แจ้ง ยกเลิกบิล ใบแจ้งเลขที่ 660700003 ลว.4/8/66 ส่งต่อให้ทุกคนแล้ว
17722,**** Remote Update Program วันที่ 4/8/2566 ให้ คูลคอนโด พระราม 7 ติตด่อ คุณเจน 095-405-2166 (ลูกค้าฝากเช็คให้แล้ว วันที่ 2/8/2566 จำนวน 3 650.40 บาท) --||--
17723,ใบเสร็จล่าสุดที่ปริ๊นค่ะตัวหนังสือไม่ตรง -ส่งมาทางไลน์
17724,สอบถามการบันทึกใบแจ้งหนี้เป็น pdf
17725,เพิ่มใบเสร็จและไปโดนตัว ข ทำให้เลขที่ไม่รัน ต้องการแก้ไขเลขที่ใบเสร็จ --||--
17726,*** ทรู (พลัสซิตี้พาร์ค (พระรามเก้า-หัวหมาก) - ส่ง Format Excel มาให้ Import ส่งต่อให้ทุกคนแล้ว
17727,ชื่อหน้าจอใบเสร็จเป็นคนละชื่อกับตอนปริ้นท์ --||--
17728,สอนวิธีออกใบเสร็จ
17729,จะให้ลบรหัสผู้ใช้งานและเพิ่มผู้ใช้งาน --||--
17730,*** Remote Update Program วันที่ 4/8/2566 ให้ แหลมฉบังทาวเวอร์ ติตด่อ คุณฟ้า 099-394-4998 (ลูกค้าโอนเงินให้แล้ว วันที่ 4/8/2566 จำนวน 5 200 บาท)
17731,*** Remote ลงโปรแรกม CM+Import โครงการ มิว และเพิ่มทะเบียน 1 ทะเบียน ที่ Acute ส่งเมล์ต่อให้ทุกคนแล้ว
17732,นิติรีเฟล็คชั่น จอมเทียน 0619368962//อยากให้แก้ไขรายงานในระบบเป็นภาษาอังกฤษค่ะ (ส่งไลน์มา) --||--
17733,ลูกค้าสอบถามรายละเอียดเรื่องใบเสนอราคาค่าโปรแกรมคะ
17734,*** ทรู (พลัสซิตี้พาร์ค (พระรามเก้า-หัวหมาก) - ติดต่อ คุณน้ำ 095-331-8534 (ติดต่อกลับที่หน่วยงานลงโปรแกรม วันที่ 4/8/2566) (ลูกค้าฝากเช็คมาให้แล้ว ) วันที่ 14/7/2565 ยอด 11 232 บาท)
17735,คีย์ใบแจ้งหนี้ด้วยรหัส 408 2 บรรทัด F10 แล้วเหลือ 1 บรรทัด --||--
17736,*** Remote Update Program วันที่ 4/8/2566 ให้ นิรันดร์ เรสซิเดนซ์ 3(D-R) ติตด่อ คุณแอน 099-398-4690 (ลูกค้าโอนเงินให้แล้ว วันที่ 4/8/2566 จำนวน 4 173 บาท)
17737,แก้ไขใบแจ้งหนี้ ของหน่วยงาน (เอสปันญ่า คอนโด รีสอร์ท พัทยา (Espana Condo Resort พัทยา)
17738,สอบถามการตั้งค่าส่วนกลาง
17739,*** โทรกลับ บ้านกลางเมือง เออบาเนี่ยน พระราม9-ลาดพร้าว ติดต่อ คุณชินพัฒน์ 061-495-6226 (เพิ่มผู้ใช้งาน ระดับ 1 )
17740,*** Remote Update Program วันที่ 5/8/2566 ให้ พลัมคอนโด รังสิต อไลฟ์ 2 ติดต่อ คุณโอกับคุณเกษ 095-241-8584 (ลูกค้าฝากเช็คให้แล้ว วันที่ 4/8/66 จำนวน 7 706.40 บาท *** MA 2 ปี)
17741,สอบถามการดึงลูกหนี้ค้างชำระของปี 65
17742,*** ทรู (พลัสซิตี้พาร์ค (พระรามเก้า-หัวหมาก) - ติดต่อ คุณน้ำ 095-331-8534 (ติดต่อกลับที่หน่วยงานลงโปรแกรม วันที่ 5/8/2566) (ลูกค้าฝากเช็คมาให้แล้ว ) วันที่ 14/7/2565 ยอด 11 232 บาท)
17743,นาราโฮม/ติดต่อ คุณอารีรัตน์ 061-078-3252 **รบกวนบอกขั้นตอนการออกใบเสร็จตามตารางข้างต้นนี้ด้วยค่ะ-(ส่งมาทางไลน์วันที่ 5/8/2566 )
17744,แก้ไขข้อมูลระบบ
17745,เปลี่ยน/แก้ไขเลขที่บัญชีธนาคารในระบบ
